user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,ON_NET,ORANGE,TIGO,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN,DATA_VOLUME,ZONE1,ZONE2
3506,0,7,4000.0,26.0,4000.0,1333.0,28.0,68.0,16.0,3.0,0,39,11,21.0,0,,,
e1eaf72800bcd2449e107f597b86cf2756bd460e,FATICK,K > 24 month,10950.0,21.0,9271.0,3090.0,29.0,801.0,103.0,0.0,NO,62,On net 200F=Unlimited _call24H,12.0,0,,,
4743,7,4,5700.0,12.0,5698.0,1899.0,22.0,2429.0,46.0,19.0,0,61,51,18.0,0,,,
1573,14,7,7000.0,14.0,7431.0,2477.0,18.0,881.0,95.0,11.0,0,25,51,11.0,1,,,
9414,14,7,,,201.0,67.0,2.0,2.0,7.0,4.0,0,10,54,1.0,1,,,
9770,0,7,7500.0,10.0,7997.0,2666.0,15.0,54.0,95.0,12.0,0,36,7,7.0,1,,,
bd1b8c7294561bcecd39c2fd39552fbf07fb46e7,DAKAR,K > 24 month,10200.0,20.0,10698.0,3566.0,23.0,339.0,167.0,22.0,NO,57,All-net 500F =2000F_AllNet_Unlimited,19.0,0,4.0,,
9856,0,7,5100.0,10.0,5701.0,1900.0,14.0,23.0,130.0,22.0,0,38,8,6.0,0,,,
8561,14,7,1000.0,2.0,999.0,333.0,5.0,6.0,30.0,4.0,0,6,7,1.0,1,,,
4615,14,7,4050.0,20.0,3551.0,1184.0,28.0,1002.0,39.0,7.0,0,61,11,9.0,1,,,
3049,1,7,7000.0,14.0,7430.0,2477.0,17.0,1.0,0.0,1.0,0,52,24,15.0,0,,,
2289,4,7,600.0,3.0,600.0,200.0,3.0,64.0,8.0,14.0,0,58,51,2.0,0,,,
3736,0,7,1600.0,5.0,1762.0,587.0,7.0,10.0,12.0,23.0,0,56,7,2.0,0,,,
9990,14,7,3000.0,3.0,2989.0,996.0,4.0,,1.0,23.0,0,62,15,3.0,1,,,
1639,14,7,500.0,1.0,500.0,167.0,1.0,34.0,7.0,4.0,0,5,37,1.0,1,,,
9844,14,7,11300.0,18.0,12763.0,4254.0,24.0,415.0,33.0,22.0,0,61,24,9.0,1,,,
5440,14,7,1000.0,2.0,1500.0,500.0,3.0,,47.0,5.0,0,15,7,3.0,1,,,
976,14,7,16600.0,20.0,16580.0,5527.0,25.0,93.0,144.0,14.0,0,37,7,11.0,1,,,
3095,14,7,500.0,1.0,520.0,173.0,3.0,,0.0,0.0,0,19,24,1.0,1,,,
7061,0,7,21600.0,32.0,21998.0,7333.0,33.0,17.0,293.0,32.0,0,61,37,11.0,0,,,
66197df04c378b1752dbd7e5502371f48fc0c5f9,DAKAR,K > 24 month,2900.0,12.0,2899.0,966.0,13.0,61.0,5.0,0.0,NO,24,"Data: 200 F=100MB,24H",7.0,0,1521.0,,
6e591672af5982c4a59998b205fe2cf6fd58c82b,KAOLACK,K > 24 month,7450.0,28.0,7439.0,2480.0,31.0,70.0,164.0,22.0,NO,38,On net 200F=Unlimited _call24H,18.0,0,0.0,,
a11e09c332d4f91011eeace660f6d51643046b15,LOUGA,K > 24 month,2500.0,5.0,3000.0,1000.0,6.0,36.0,76.0,,NO,38,MIXT:500F= 2500F on net _2500F off net;2d,3.0,0,0.0,,
70,14,7,750.0,2.0,750.0,250.0,2.0,73.0,4.0,7.0,0,16,7,1.0,1,,,
3155,14,7,10550.0,29.0,10316.0,3439.0,26.0,1.0,60.0,13.0,0,33,12,6.0,1,,,
2121,2,7,7500.0,15.0,7199.0,2400.0,17.0,281.0,80.0,11.0,0,62,7,14.0,0,,,
2a906a55d0e449048edecca8f7d949b068cd31bb,SAINT-LOUIS,K > 24 month,2500.0,5.0,2499.0,833.0,6.0,68.0,98.0,26.0,NO,58,Jokko_Daily,4.0,0,,,
5502,0,7,8400.0,15.0,9000.0,3000.0,23.0,57.0,28.0,7.0,0,58,54,8.0,0,,,
6658,9,7,8400.0,27.0,8900.0,2967.0,27.0,427.0,250.0,8.0,0,61,54,19.0,0,,,
3513,4,7,2000.0,4.0,1661.0,554.0,4.0,23.0,43.0,3.0,0,31,7,3.0,1,,,
781967e3a58a7718c7ebd6ae0c388be87a64bacf,DAKAR,K > 24 month,23000.0,38.0,21748.0,7249.0,45.0,22.0,112.0,49.0,NO,56,All-net 500F=2000F;5d,6.0,0,1.0,,46.0
8217,0,7,4000.0,7.0,3968.0,1323.0,10.0,162.0,57.0,2.0,0,51,7,4.0,0,,,
9841,14,7,3600.0,8.0,3760.0,1253.0,14.0,0.0,4.0,3.0,0,16,68,7.0,1,,,
9980,12,7,2000.0,4.0,2000.0,667.0,4.0,12.0,113.0,4.0,0,40,37,4.0,0,,,
8940,0,7,27300.0,63.0,27903.0,9301.0,62.0,320.0,375.0,50.0,0,60,51,36.0,0,,,
7877,14,7,500.0,1.0,500.0,167.0,1.0,,15.0,2.0,0,18,5,1.0,0,,,
2516,0,7,2450.0,6.0,2897.0,966.0,10.0,4.0,10.0,2.0,0,37,24,2.0,0,,,
dfd2c567c154f0b5ba1ff80a1944389d8a9612ee,DAKAR,K > 24 month,9500.0,11.0,9479.0,3160.0,17.0,34.0,43.0,1.0,NO,58,"Data:1000F=2GB,30d",7.0,0,10810.0,,
5310,1,7,3100.0,8.0,3601.0,1200.0,14.0,,69.0,14.0,0,51,7,6.0,0,,,
6d2506ef26fbb06d2619de18f964fce87ab47702,,K > 24 month,,,,,,,,,NO,35,,,0,,,
6352,0,7,5500.0,11.0,5500.0,1833.0,11.0,17.0,128.0,44.0,0,53,5,11.0,0,,,
2010,14,7,1250.0,4.0,1500.0,500.0,5.0,15.0,15.0,26.0,0,7,51,4.0,1,,,
5855,7,7,5000.0,13.0,4990.0,1663.0,16.0,1.0,0.0,2.0,0,59,24,8.0,0,,,
6411,0,7,800.0,4.0,999.0,333.0,6.0,1.0,29.0,4.0,0,11,54,4.0,0,,,
869,6,7,3850.0,6.0,3511.0,1170.0,7.0,19.0,79.0,0.0,0,38,7,6.0,0,,,
1209,12,7,4400.0,20.0,4396.0,1465.0,26.0,4.0,39.0,1.0,0,42,65,3.0,0,,,
5105,12,7,6200.0,20.0,6213.0,2071.0,25.0,1037.0,76.0,31.0,0,62,54,13.0,1,,,
1450,0,7,6650.0,30.0,6950.0,2317.0,32.0,1679.0,20.0,124.0,0,43,11,25.0,0,,,
4059,14,7,12500.0,20.0,12032.0,4011.0,30.0,,41.0,3.0,0,62,24,12.0,1,,,
5203,12,7,2500.0,4.0,2048.0,683.0,3.0,33.0,59.0,3.0,0,62,15,2.0,0,,,
2153,0,7,8600.0,33.0,8841.0,2947.0,36.0,21.0,139.0,17.0,0,62,51,25.0,0,,,
8900,9,7,13000.0,11.0,12699.0,4233.0,16.0,653.0,4.0,8.0,0,62,55,10.0,0,,,
f7e4e6db4a4f57290502cc42a95e33cff9986983,LOUGA,H 15-18 month,2000.0,2.0,2010.0,670.0,2.0,,,,NO,47,"Data:1000F=2GB,30d",1.0,0,3086.0,,
2099,0,5,12700.0,24.0,13181.0,4394.0,36.0,6.0,160.0,3.0,0,60,24,14.0,0,,,
6944,0,7,12100.0,23.0,13109.0,4370.0,28.0,433.0,104.0,70.0,0,59,48,18.0,0,,,
5921,14,7,8500.0,19.0,10296.0,3432.0,24.0,27.0,355.0,11.0,0,35,8,6.0,1,,,
9645,0,7,28600.0,49.0,30595.0,10198.0,56.0,23.0,614.0,68.0,0,59,24,27.0,0,,,
8276,14,7,500.0,1.0,1002.0,334.0,3.0,1.0,16.0,57.0,0,2,37,1.0,1,,,
2344,0,7,4500.0,9.0,5000.0,1667.0,10.0,31.0,127.0,1.0,0,27,5,10.0,0,,,
6979,14,7,1250.0,8.0,1234.0,411.0,9.0,0.0,6.0,2.0,0,12,68,3.0,0,,,
babb7170b590f85435e1b6369725c788c1b336ca,,K > 24 month,,,,,,,,,NO,5,,,1,,,
55829ba0df96ee980feb7c60ae58f57602999ce1,,K > 24 month,,,,,,,,,NO,1,,,1,,,
4394,14,7,14900.0,27.0,14450.0,4817.0,34.0,550.0,254.0,56.0,0,59,48,27.0,1,,,
4946,0,7,12400.0,6.0,12142.0,4047.0,9.0,1633.0,143.0,52.0,0,62,41,2.0,0,,,
8376,7,7,6000.0,12.0,6999.0,2333.0,19.0,209.0,84.0,28.0,0,59,7,12.0,0,,,
2007,14,7,500.0,1.0,500.0,167.0,1.0,4.0,9.0,0.0,0,1,51,2.0,1,,,
5923,14,7,2100.0,5.0,2083.0,694.0,5.0,45.0,13.0,0.0,0,23,68,2.0,1,,,
7147,0,7,3100.0,6.0,4099.0,1366.0,10.0,75.0,69.0,6.0,0,48,7,5.0,0,,,
9945,12,7,5000.0,10.0,5000.0,1667.0,10.0,179.0,126.0,33.0,0,57,48,9.0,0,,,
676,0,7,5150.0,10.0,5134.0,1711.0,9.0,67.0,137.0,1.0,0,23,7,7.0,0,,,
9944,0,7,7000.0,7.0,7000.0,2333.0,7.0,197.0,29.0,0.0,0,32,7,4.0,0,,,
9610,0,7,7950.0,39.0,7951.0,2650.0,41.0,2155.0,130.0,1.0,0,58,54,20.0,0,,,
db4b1356a3a7d31e6568d8ea045ce101291cf86f,,K > 24 month,14150.0,19.0,22327.0,7442.0,46.0,259.0,45.0,5.0,NO,60,Facebook_MIX_2D,7.0,0,0.0,,134.0
2224,14,7,1000.0,2.0,983.0,328.0,2.0,0.0,10.0,10.0,0,16,7,1.0,1,,,
6419,0,7,2400.0,8.0,2399.0,800.0,8.0,34.0,16.0,15.0,0,50,48,1.0,0,,,
7756,14,7,,,249.0,83.0,2.0,13.0,0.0,0.0,0,24,57,1.0,1,,,
ab355ceed31b4da3ffd5d9dbb194a2a825d773ae,SAINT-LOUIS,K > 24 month,,,,,,,,,NO,7,,,0,,,
2490,14,7,3200.0,6.0,3201.0,1067.0,6.0,7.0,68.0,8.0,0,1,7,3.0,1,,,
943,14,7,450.0,2.0,449.0,150.0,2.0,16.0,3.0,6.0,0,3,54,1.0,1,,,
7403,7,7,7000.0,14.0,7288.0,2429.0,15.0,180.0,215.0,10.0,0,52,7,14.0,0,,,
8189,4,3,800.0,3.0,800.0,267.0,4.0,36.0,4.0,1.0,0,29,5,1.0,0,,,
5962,14,7,2000.0,4.0,1991.0,664.0,4.0,0.0,15.0,15.0,0,29,7,3.0,1,,,
1610,0,7,7250.0,21.0,7251.0,2417.0,27.0,197.0,125.0,3.0,0,47,51,12.0,0,,,
8686c49b21dc3db7bac9d4c198a8e7e68e8f5e0d,KAOLACK,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,1.0,23.0,28.0,NO,32,All-net 500F=2000F;5d,2.0,0,,,
7226,14,7,350.0,2.0,310.0,103.0,3.0,,10.0,1.0,0,4,51,1.0,1,,,
6031,14,7,25500.0,28.0,26506.0,8835.0,34.0,,77.0,5.0,0,11,1,1.0,1,,,
6214,0,7,11000.0,47.0,10879.0,3626.0,52.0,2.0,0.0,0.0,0,62,20,26.0,0,,,
7884,14,7,1300.0,3.0,1299.0,433.0,6.0,186.0,29.0,1.0,0,21,54,1.0,1,,,
3944,14,7,2000.0,4.0,2000.0,667.0,4.0,33.0,17.0,1.0,0,8,5,4.0,1,,,
8822,7,7,1650.0,5.0,1349.0,450.0,8.0,58.0,15.0,6.0,0,57,34,4.0,0,,,
5493,0,7,28000.0,55.0,28700.0,9567.0,57.0,37.0,1067.0,194.0,0,60,37,56.0,0,,,
8808,0,7,6050.0,3.0,6908.0,2303.0,7.0,854.0,342.0,30.0,0,62,34,6.0,0,,,
4071,9,7,11100.0,41.0,11700.0,3900.0,44.0,1866.0,480.0,8.0,0,61,54,32.0,0,,,
3847,4,7,4100.0,20.0,4100.0,1367.0,22.0,439.0,97.0,4.0,0,51,54,12.0,0,,,
6651,2,3,3500.0,7.0,3500.0,1167.0,7.0,26.0,62.0,26.0,0,29,7,7.0,0,,,
7064,1,7,7000.0,12.0,8011.0,2670.0,19.0,,1.0,12.0,0,62,24,11.0,0,,,
9243,14,7,500.0,2.0,351.0,117.0,3.0,12.0,5.0,5.0,0,18,51,1.0,1,,,
7144,12,7,1900.0,10.0,1801.0,600.0,11.0,0.0,7.0,1.0,0,43,20,5.0,0,,,
9154,0,7,1000.0,2.0,1000.0,333.0,2.0,3.0,11.0,0.0,0,21,7,1.0,0,,,
1513,14,7,2000.0,2.0,2464.0,821.0,7.0,3.0,11.0,1.0,0,7,51,2.0,1,,,
4824,14,7,9500.0,12.0,9980.0,3327.0,14.0,7.0,216.0,17.0,0,32,37,6.0,1,,,
9623,0,7,9500.0,18.0,10650.0,3550.0,20.0,17.0,83.0,17.0,0,51,54,12.0,0,,,
2580,0,7,13500.0,12.0,13323.0,4441.0,29.0,65.0,54.0,47.0,0,43,53,1.0,0,,,
2005,14,7,5000.0,9.0,3500.0,1167.0,7.0,43.0,2.0,1.0,0,34,7,7.0,1,,,
8280,4,7,1000.0,1.0,1001.0,334.0,2.0,1.0,11.0,4.0,0,34,15,1.0,0,,,
4261,0,7,18100.0,36.0,18856.0,6285.0,38.0,346.0,191.0,140.0,0,62,7,35.0,0,,,
8147,14,7,4200.0,9.0,4196.0,1399.0,9.0,87.0,214.0,27.0,0,1,37,3.0,1,,,
9132,14,7,500.0,1.0,500.0,167.0,1.0,43.0,15.0,4.0,0,23,48,1.0,0,,,
8359,0,7,1500.0,3.0,2001.0,667.0,5.0,1.0,2.0,1.0,0,8,24,1.0,1,,,
8552,12,7,1550.0,7.0,2050.0,683.0,9.0,39.0,21.0,23.0,0,36,54,4.0,0,,,
7118,14,6,7200.0,6.0,8699.0,2900.0,12.0,12.0,15.0,0.0,0,14,36,5.0,1,,,
7234,12,7,12750.0,20.0,12749.0,4250.0,20.0,217.0,261.0,28.0,0,30,7,25.0,0,,,
9144,7,7,8500.0,6.0,9700.0,3233.0,8.0,825.0,269.0,25.0,0,61,48,5.0,0,,,
4465,0,7,3300.0,8.0,3120.0,1040.0,9.0,84.0,97.0,4.0,0,39,7,5.0,0,,,
4755,14,7,450.0,3.0,464.0,155.0,4.0,2.0,9.0,5.0,0,10,29,2.0,1,,,
3995,14,7,1000.0,2.0,1000.0,333.0,2.0,15.0,19.0,5.0,0,10,5,2.0,1,,,
427,14,7,7500.0,12.0,7999.0,2666.0,13.0,68.0,72.0,4.0,0,15,7,13.0,1,,,
326,14,7,1600.0,4.0,1600.0,533.0,4.0,28.0,22.0,1.0,0,52,37,1.0,0,,,
5092,14,7,7500.0,15.0,7518.0,2506.0,17.0,8.0,63.0,0.0,0,37,24,12.0,0,,,
2746,14,7,,,500.0,167.0,1.0,11.0,16.0,2.0,0,7,48,1.0,1,,,
1111,0,7,1500.0,3.0,1500.0,500.0,4.0,39.0,22.0,17.0,0,8,7,2.0,0,,,
8327,0,7,5000.0,2.0,3203.0,1068.0,13.0,94.0,154.0,9.0,0,44,7,6.0,0,,,
7677,12,7,5200.0,10.0,4726.0,1575.0,14.0,40.0,48.0,9.0,0,26,7,5.0,0,,,
7687,14,7,1100.0,3.0,1100.0,367.0,3.0,11.0,3.0,1.0,0,1,7,1.0,1,,,
1307,0,7,5350.0,24.0,5350.0,1783.0,25.0,,11.0,1.0,0,41,20,11.0,0,,,
804,14,2,200.0,1.0,200.0,67.0,1.0,1.0,3.0,0.0,0,10,54,1.0,1,,,
48463374885c68fc3ac399f5ca2f84e4b12cd9cd,,K > 24 month,14000.0,23.0,13413.0,4471.0,32.0,3.0,84.0,38.0,NO,54,VAS(IVR_Radio_Daily),14.0,0,0.0,,28.0
2200,14,7,3000.0,9.0,2991.0,997.0,11.0,13.0,1.0,10.0,0,4,24,3.0,1,,,
6018,4,7,7400.0,16.0,7400.0,2467.0,16.0,381.0,198.0,0.0,0,55,48,13.0,0,,,
950,14,7,1600.0,8.0,1781.0,594.0,17.0,0.0,1.0,1.0,0,1,34,10.0,1,,,
3199,14,7,7100.0,10.0,7083.0,2361.0,13.0,,1.0,1.0,0,37,24,6.0,1,,,
7918,14,7,3200.0,7.0,2700.0,900.0,6.0,137.0,37.0,1.0,0,34,7,3.0,1,,,
707,4,7,11000.0,10.0,10491.0,3497.0,18.0,110.0,20.0,20.0,0,61,15,7.0,0,,,
b17e9bdcf699f2cf1d7f7b905942706769d72cf5,DAKAR,H 15-18 month,400.0,2.0,399.0,133.0,6.0,2.0,20.0,0.0,NO,60,,,0,2.0,,
95,4,7,500.0,1.0,500.0,167.0,1.0,7.0,15.0,1.0,0,7,7,1.0,1,,,
7718,0,7,4650.0,21.0,4752.0,1584.0,28.0,7.0,62.0,0.0,0,45,34,13.0,0,,,
5357,0,7,14500.0,25.0,15002.0,5001.0,26.0,18.0,384.0,0.0,0,46,7,30.0,0,,,
3609,12,6,8700.0,17.0,8935.0,2978.0,22.0,109.0,175.0,37.0,0,47,7,13.0,0,,,
1361,14,7,1500.0,2.0,1499.0,500.0,3.0,,2.0,1.0,0,8,1,1.0,1,,,
2479,12,7,11800.0,25.0,11798.0,3933.0,28.0,404.0,41.0,9.0,0,58,7,15.0,0,,,
9675,0,7,1000.0,5.0,1083.0,361.0,6.0,13.0,31.0,0.0,0,10,54,5.0,1,,,
5090,14,7,2000.0,4.0,2700.0,900.0,6.0,100.0,47.0,35.0,0,25,48,5.0,1,,,
9034,14,7,1700.0,3.0,2206.0,735.0,5.0,19.0,2.0,13.0,0,13,34,2.0,1,,,
2385,0,7,1500.0,3.0,1500.0,500.0,3.0,26.0,39.0,33.0,0,52,37,2.0,0,,,
540,14,7,500.0,1.0,486.0,162.0,4.0,5.0,0.0,1.0,0,25,12,1.0,1,,,
9223,14,7,500.0,1.0,500.0,167.0,1.0,3.0,12.0,5.0,0,3,7,1.0,1,,,
865,14,6,1250.0,2.0,1251.0,417.0,3.0,21.0,21.0,13.0,0,6,7,2.0,1,,,
9d095233876e717f713541eaf22eee4541a90683,,K > 24 month,,,,,,,,,NO,1,,,1,,,
4196,14,7,3400.0,9.0,3250.0,1083.0,9.0,13.0,25.0,1.0,0,30,7,2.0,0,,,
2132,14,7,750.0,3.0,732.0,244.0,3.0,138.0,16.0,1.0,0,16,54,2.0,1,,,
38f26054c08759094306d1b581e00a39c973e3e4,DAKAR,K > 24 month,,,6000.0,2000.0,2.0,2167.0,35.0,,NO,61,MIXT: 200mnoff net _unl on net _5Go;30d,2.0,0,,135.0,
b56aea59fa15b8bb2861fb1bcf2be92c93effee9,,K > 24 month,,,,,,,,,NO,1,,,0,,,
6426,14,7,5600.0,12.0,5578.0,1859.0,14.0,33.0,13.0,13.0,0,37,24,10.0,1,,,
6123,0,7,34375.0,75.0,35316.0,11772.0,75.0,4369.0,2334.0,241.0,0,62,37,57.0,0,,,
4306,14,7,2000.0,4.0,1793.0,598.0,7.0,1.0,38.0,2.0,0,13,7,3.0,1,,,
9647,14,7,12500.0,11.0,12511.0,4170.0,12.0,2.0,219.0,2.0,0,11,1,7.0,1,,,
